DrugBank ID,Name,Drug group,Pharmacological action?,Actions,Accession,Details,PUBCHEM ID
DB11638,Artenimol,"approved, experimental, investigational",unknown,ligand,P49419,Details,6918483
DB02338,NADPH,experimental,unknown,,Q16881,Details,5884
DB03147,Flavin adenine dinucleotide,approved,unknown,,Q16881,Details,643975
DB03566,Spermidine,experimental,unknown,,Q16881,Details,1102
DB04106,Fotemustine,investigational,unknown,,Q16881,Details,46936889
DB05428,Motexafin gadolinium,investigational,unknown,,Q16881,Details,158385
DB05448,PX-12,investigational,unknown,,Q16881,Details,219104
DB01169,Arsenic trioxide,"approved, investigational",yes,inhibitor,Q16881,Details,261004
DB11135,Selenium,"approved, investigational, vet_approved",no,substrate,Q16881,Details,6326970
DB11127,Selenious acid,"approved, investigational",yes,substrate,Q16881,Details,1091
DB00126,Ascorbic acid,"approved, nutraceutical",unknown,substrate,Q16881,Details,54670067
DB00114,Pyridoxal phosphate,"approved, investigational, nutraceutical",unknown,cofactor,O15270,Details,1051
DB00133,Serine,"investigational, nutraceutical",unknown,,O15270,Details,5951
DB04522,Dexfosfoserine,experimental,unknown,,Q15796,Details,68841
DB00157,NADH,"approved, nutraceutical",unknown,,P51659,Details,439153
DB03192,(R)-3-hydroxydecanoyl-CoA,experimental,unknown,,P51659,Details,447877
DB07347,4-(2-Aminoethyl)Benzenesulfonyl Fluoride,experimental,unknown,,P21281,Details,1701
DB05260,Gallium nitrate,"approved, investigational",yes,inhibitor,P21281,Details,61635
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q13188,Details,11671467
DB00787,Acyclovir,approved,yes,substrate,Q9P2R7,Details,135398513
DB07403,"4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE",experimental,unknown,,Q15118,Details,16741245
DB08809,Dichloroacetic acid,"approved, investigational",yes,inhibitor,Q15118,Details,6597
DB02181,2'-Deoxyguanosine-5'-Triphosphate,experimental,unknown,,P15531,Details,135398599
DB02345,Selenocysteine,experimental,unknown,,P15531,Details,6326983
DB02569,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",experimental,unknown,,P15531,Details,461279
DB02607,Adenosine Phosphonoacetic Acid,experimental,unknown,,P15531,Details,448505
DB02887,Stavudine triphosphate,experimental,unknown,,P15531,Details,65355
DB03103,Thymidine-5'- Diphosphate,experimental,unknown,,P15531,Details,164628
DB03491,2'-Deoxyguanosine-5'-Diphosphate,experimental,unknown,,P15531,Details,135398595
DB04068,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",experimental,unknown,,P15531,Details,444503
DB04366,3'-Deoxy 3'-Amino Adenosine-5'-Diphosphate,experimental,unknown,,P15531,Details,446090
DB04542,Zidovudine diphosphate,experimental,unknown,,P15531,Details,455742
DB04315,Guanosine-5'-Diphosphate,experimental,unknown,,P15531,Details,135398619
DB00709,Lamivudine,"approved, investigational",unknown,substrate,P15531,Details,60825
DB00718,Adefovir dipivoxil,"approved, investigational",unknown,substrate,P15531,Details,60871
DB08934,Sofosbuvir,approved,unknown,substrate,P15531,Details,45375808
DB09130,Copper,"approved, investigational",unknown,,P15531,Details,23978
DB01593,Zinc,"approved, investigational",unknown,,P15531,Details,23994
DB14487,Zinc acetate,"approved, investigational",unknown,,P15531,Details,11192
DB14533,Zinc chloride,"approved, investigational",unknown,inhibitor,P15531,Details,3007855
DB09299,Tenofovir alafenamide,approved,no,substrate,P15531,Details,9574768
DB14126,Tenofovir,"experimental, investigational",no,substrate,P15531,Details,464205
DB00640,Adenosine,"approved, investigational",unknown,substrate,P15531,Details,60961
DB00441,Gemcitabine,approved,no,substrate,P15531,Details,60750
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,O95835,Details,11671467
DB02900,alpha-D-mannose 6-phosphate,experimental,unknown,,P11717,Details,447096
DB00126,Ascorbic acid,"approved, nutraceutical",unknown,cofactor,O60568,Details,54670067
DB00139,Succinic acid,"approved, nutraceutical",unknown,product of,O60568,Details,1110
DB00152,Thiamine,"approved, investigational, nutraceutical, vet_approved",unknown,substrate,O60779,Details,1130
DB03126,Mant-Adp,experimental,unknown,,Q7Z406,Details,5288821
DB04444,Tetrafluoroaluminate Ion,experimental,unknown,,Q7Z406,Details,5311325
DB01944,(S)-blebbistatin,experimental,unknown,,Q7Z406,Details,5287792
DB07468,"(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",experimental,unknown,,Q7Z406,Details,24178119
DB07469,"(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",experimental,unknown,,Q7Z406,Details,24178120
DB07470,"(3aS)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",experimental,unknown,,Q7Z406,Details,24178121
DB00157,NADH,"approved, nutraceutical",unknown,,Q13423,Details,439153
DB01763,7-thionicotinamide-adenine-dinucleotide phosphate,experimental,unknown,,Q13423,Details,131704180
DB03461,Nicotinamide adenine dinucleotide phosphate,experimental,unknown,,Q13423,Details,5885
DB09092,Xanthinol,"approved, withdrawn",yes,cofactor,Q13423,Details,9913
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q7KZI7,Details,11671467
DB00132,alpha-Linolenic acid,"approved, investigational, nutraceutical",yes,ligand,O95864,Details,5280934
DB01159,Halothane,"approved, vet_approved",yes,inhibitor,P23634,Details,3562
DB00228,Enflurane,"approved, investigational, vet_approved",unknown,inhibitor,P98194,Details,3226
DB00753,Isoflurane,"approved, vet_approved",yes,inhibitor,P98194,Details,3763
DB01028,Methoxyflurane,"approved, investigational, vet_approved",unknown,inhibitor,P98194,Details,4116
DB01236,Sevoflurane,"approved, vet_approved",yes,inhibitor,P98194,Details,5206
DB01373,Calcium,nutraceutical,yes,agonist,P98194,Details,5460341
DB01159,Halothane,"approved, vet_approved",yes,inhibitor,P20020,Details,3562
DB03041,UDP-alpha-D-glucuronic acid,experimental,unknown,,O94766,Details,17473
DB03435,Uridine-5'-Diphosphate,experimental,unknown,,O94766,Details,6031
DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",experimental,unknown,,P63151,Details,17753820
DB01902,"1-Ethyl-Pyrrolidine-2,5-Dione",experimental,unknown,,P46459,Details,16842
DB02386,Leucine Phosphonic Acid,experimental,unknown,,P28838,Details,445715
DB07448,(2S)-3-[(R)-[(1S)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid,experimental,unknown,,P28838,Details,25138289
DB08766,Zofenoprilat,experimental,unknown,,P28838,Details,3034048
DB04396,Thiodigalactoside,experimental,unknown,,P09382,Details,119138
DB04447,"1,4-Dithiothreitol",experimental,unknown,,P09382,Details,439196
DB03345,Mercaptoethanol,experimental,unknown,,P09382,Details,1567
DB11638,Artenimol,"approved, experimental, investigational",unknown,ligand,P09382,Details,6918483
DB00132,alpha-Linolenic acid,"approved, investigational, nutraceutical",unknown,substrate,Q9NYP7,Details,5280934
DB04216,Quercetin,"experimental, investigational",unknown,,O00303,Details,5280343
DB03366,Imidazole,"experimental, investigational",unknown,,Q12965,Details,795
DB14533,Zinc chloride,"approved, investigational",unknown,substrate,Q15043,Details,3007855
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q9P0L2,Details,11671467
DB09481,Magnesium carbonate,"approved, investigational",no,substrate,Q9H8M5,Details,11029
DB00141,N-Acetylglucosamine,"approved, investigational, nutraceutical",unknown,activator,P54802,Details,1738118
DB00126,Ascorbic acid,"approved, nutraceutical",unknown,cofactor,Q02809,Details,54670067
DB00114,Pyridoxal phosphate,"approved, investigational, nutraceutical",unknown,cofactor,Q96EN8,Details,1051
DB00958,Carboplatin,approved,unknown,substrate,O15431,Details,5352133
DB00515,Cisplatin,approved,unknown,substrate,O15431,Details,441203
DB00526,Oxaliplatin,"approved, investigational",unknown,substrate,O15431,Details,6857599
DB09130,Copper,"approved, investigational",no,substrate,O15431,Details,23978
DB00157,NADH,"approved, nutraceutical",unknown,,P49189,Details,439153
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,Q9Y2K2,Details,11671467
DB00126,Ascorbic acid,"approved, nutraceutical",unknown,cofactor,P13674,Details,54670067
DB01275,Hydralazine,approved,unknown,inhibitor,P13674,Details,3637
DB00172,Proline,nutraceutical,unknown,,P13674,Details,145742
DB04315,Guanosine-5'-Diphosphate,experimental,unknown,,P15170,Details,135398619
DB00142,Glutamic acid,"approved, nutraceutical",unknown,,Q9ULA0,Details,33032
DB00162,Vitamin A,"approved, nutraceutical, vet_approved",unknown,substrate,Q8NBN7,Details,445354
DB14533,Zinc chloride,"approved, investigational",unknown,substrate,Q9ULF5,Details,3007855
DB14533,Zinc chloride,"approved, investigational",unknown,substrate,Q13433,Details,3007855
DB08378,"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",experimental,unknown,,P14649,Details,46937145
DB05389,Tetrachlorodecaoxide,"approved, investigational",unknown,,Q7L5Y9,Details,3000391
DB02659,Cholic Acid,approved,unknown,,P15954,Details,221493
DB04464,N-Formylmethionine,experimental,unknown,,P15954,Details,439750
DB03963,S-(Dimethylarsenic)Cysteine,experimental,unknown,,Q9Y678,Details,17753880
DB00145,Glycine,"approved, nutraceutical, vet_approved",unknown,substrate,P41250,Details,750
DB08342,S-palmitoyl-L-cysteine,experimental,unknown,,Q8IUR0,Details,46937142
DB00118,Ademetionine,"approved, investigational, nutraceutical",unknown,,Q8N1G2,Details,34755
DB01236,Sevoflurane,"approved, vet_approved",yes,activator,Q96ER9,Details,5206
DB09130,Copper,"approved, investigational",unknown,,P01861,Details,23978
DB01356,Lithium cation,experimental,unknown,inhibitor,P49841,Details,28486
DB01772,"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",experimental,unknown,,P49841,Details,448238
DB01793,SB-409513,experimental,unknown,,P49841,Details,448008
DB01950,AR-AO-14418,experimental,unknown,,P49841,Details,448014
DB02010,Staurosporine,experimental,unknown,,P49841,Details,44259
DB02052,Indirubin-3'-monoxime,experimental,unknown,,P49841,Details,3707
DB04014,Alsterpaullone,experimental,unknown,,P49841,Details,5005498
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,experimental,unknown,,P49841,Details,44462678
DB07014,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",experimental,unknown,,P49841,Details,2079916
DB07058,"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",experimental,unknown,,P49841,Details,25181321
DB07149,"(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one",experimental,unknown,,P49841,Details,16757525
DB03444,6-bromoindirubin-3'-oxime,experimental,unknown,,P49841,Details,448949
DB07584,"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine",experimental,unknown,,P49841,Details,24798741
DB07585,"5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine",experimental,unknown,,P49841,Details,24798742
DB07676,"3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one",experimental,unknown,,P49841,Details,135566440
DB07812,"N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",experimental,unknown,,P49841,Details,24963048
DB07859,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,experimental,unknown,,P49841,Details,11175137
DB07947,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,experimental,unknown,,P49841,Details,5327109
DB08073,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,experimental,unknown,,P49841,Details,10172943
DB12129,Tideglusib,"investigational, withdrawn",yes,antagonist,P49841,Details,11313622
DB12010,Fostamatinib,"approved, investigational",unknown,inhibitor,P49841,Details,11671467
DB14507,Lithium citrate,approved,unknown,,P49841,Details,13520
DB14508,Lithium succinate,experimental,unknown,,P49841,Details,10197702
DB14509,Lithium carbonate,approved,unknown,,P49841,Details,11125
DB00616,Candoxatril,experimental,yes,inhibitor,P08473,Details,5362417
DB00886,Omapatrilat,investigational,yes,,P08473,Details,656629
DB02062,"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine",experimental,unknown,,P08473,Details,5478838
DB02557,Phosphoramidon,experimental,unknown,inhibitor,P08473,Details,445114
DB02558,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,experimental,unknown,,P08473,Details,448249
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",experimental,unknown,,P08473,Details,5289469
DB05796,Daglutril,investigational,unknown,,P08473,Details,3038505
DB08575,"2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM",experimental,unknown,,P08473,Details,5289417
DB08626,Thiorphan,experimental,unknown,inhibitor,P08473,Details,4369380
DB09292,Sacubitril,approved,yes,antagonistinhibitor,P08473,Details,9811834
DB11623,Candoxatrilat,experimental,yes,inhibitor,P08473,Details,443380
DB13928,Semaglutide,"approved, investigational",no,substrate,P08473,Details,122189768
DB04315,Guanosine-5'-Diphosphate,experimental,unknown,,P63000,Details,135398619
DB00993,Azathioprine,approved,unknown,modulator,P63000,Details,2265
DB02177,1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,experimental,unknown,,P20701,Details,448317
DB03932,LFA703,experimental,unknown,,P20701,Details,449169
DB04724,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",experimental,unknown,,P20701,Details,5326914
DB00227,Lovastatin,"approved, investigational",unknown,inhibitory allosteric modulator,P20701,Details,53232
DB06972,"7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile",experimental,unknown,,P20701,Details,16040268
DB07486,"3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline",experimental,unknown,,P20701,Details,11712628
DB11611,Lifitegrast,approved,yes,antagonist,P20701,Details,11965427
DB00641,Simvastatin,approved,unknown,inhibitory allosteric modulator,P20701,Details,54454
DB01098,Rosuvastatin,approved,unknown,inhibitory allosteric modulator,P20701,Details,446157
DB08860,Pitavastatin,approved,unknown,,P20701,Details,5282452
DB00289,Atomoxetine,approved,no,binder,P12314,Details,54841
DB00157,NADH,"approved, nutraceutical",unknown,,P00338,Details,439153
DB03940,Oxamic Acid,experimental,unknown,,P00338,Details,974
DB02483,Etheno-NAD,experimental,unknown,,P00338,Details,170119
DB02701,Nicotinamide,"approved, investigational",unknown,,P00338,Details,936
DB09118,Stiripentol,approved,yes,inhibitor,P00338,Details,5311454
DB09130,Copper,"approved, investigational",unknown,,P00338,Details,23978
DB11638,Artenimol,"approved, experimental, investigational",unknown,ligand,P00338,Details,6918483
DB06157,Istaroxime,investigational,unknown,,P16615,Details,9841834
DB00390,Digoxin,approved,yes,inhibitor,P05023,Details,2724385
DB00511,Acetyldigitoxin,approved,yes,inhibitor,P05023,Details,5284512
DB01078,Deslanoside,approved,yes,inhibitor,P05023,Details,28620
DB01092,Ouabain,approved,yes,inhibitor,P05023,Details,439501
DB00774,Hydroflumethiazide,"approved, investigational, withdrawn",unknown,inducer,P05023,Details,3647
DB01021,Trichlormethiazide,"approved, vet_approved",yes,inhibitor,P05023,Details,5560
DB01396,Digitoxin,"approved, investigational",yes,inhibitor,P05023,Details,441207
DB00903,Etacrynic acid,"approved, investigational",yes,inhibitor,P05023,Details,3278
DB01119,Diazoxide,approved,unknown,other,P05023,Details,3019
DB01158,Bretylium,approved,yes,inhibitor,P05023,Details,2431
DB01244,Bepridil,"approved, withdrawn",unknown,inhibitor,P05023,Details,2351
DB01345,Potassium cation,"approved, investigational",unknown,,P05023,Details,813
DB01370,Aluminium,"approved, investigational",unknown,binder,P05023,Details,5359268
DB01378,Magnesium cation,"approved, nutraceutical",unknown,,P05023,Details,888
DB01430,Almitrine,approved,yes,binder,P05023,Details,33887
DB06157,Istaroxime,investigational,unknown,,P05023,Details,9841834
DB01188,Ciclopirox,"approved, investigational",yes,binder,P05023,Details,2749
DB09479,Rubidium Rb-82,"approved, investigational",yes,substrate,P05023,Details,10176083
DB13996,Magnesium acetate,approved,unknown,,P05023,Details,8896
DB13749,Magnesium gluconate,"approved, investigational",yes,inducer,P05023,Details,71587201
DB13620,Potassium gluconate,approved,yes,substrate,P05023,Details,16760467
DB14498,Potassium acetate,"approved, investigational",unknown,,P05023,Details,517044
DB14499,Potassium sulfate,"approved, investigational",unknown,,P05023,Details,24507
DB14514,Magnesium levulinate,nutraceutical,unknown,,P05023,Details,11586912
DB14517,Aluminium phosphate,"approved, investigational",unknown,,P05023,Details,64655
DB14518,Aluminum acetate,"approved, investigational",unknown,,P05023,Details,8757
DB14500,Potassium,"approved, experimental",unknown,regulator,P05023,Details,5462222
DB14500,Potassium,"approved, experimental",unknown,substrate,P05023,Details,5462222
DB00157,NADH,"approved, nutraceutical",unknown,,P09622,Details,439153
DB03147,Flavin adenine dinucleotide,approved,unknown,,P09622,Details,643975
